"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"J.M.SM. HOLDINGS LTD","A","free-mail","kokkinisaggelos@hotmail.com","2107719839","ΚΑΜΕΝΩΝ ΒΟΥΡΛΩΝ / ΦΘΙΩΤΙΔΑΣ","ΦΘΙΩΤΙΔΑΣ","Υποκατάστημα Αλλοδαπής","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","139425054001","997151126","hotmail.com"
"JLR SERVICES ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","christos.pavlopoulos@gmail.com","2108003190","ΚΗΦΙΣΙΑΣ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","179321803000","802598826","gmail.com"
"JOHANNES HENDRICUS SEIJERLIN - GERARDUS JOHANNES VAN DER LINDEN OE","A","free-mail","dkorfou@gmail.com","2661090868","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","145525633000","800947316","gmail.com"
"JOKER YACHTING CLUB Ι.Κ.Ε.","A","free-mail","giorgos94pap@gmail.com","6978264705","ΠΕΡΙΣΤΕΡΙΟΥ / ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","154434201000","801324830","gmail.com"
"JOMEL YACHTING LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","sathan1@yahoo.com","+35621236206","ΑΜΑΡΟΥΣΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","192859101001","803241509","yahoo.com"
"JOY MARINE CO. LTD ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","stel_alexan@yahoo.com","2104112397","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","159299501001","996737188","yahoo.com"
"JP Hellenic Yachting Ι.Κ.Ε.","A","free-mail","proivag@yahoo.gr","6973532568","ΑΜΦΙΠΟΛΗΣ / ΣΕΡΡΩΝ","ΣΕΡΡΩΝ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","172116152000","802207266","yahoo.gr"
"K & K YACHTING Ι.Κ.Ε.","A","free-mail","koulkoudinassp@gmail.com","6945776775","ΚΑΤΕΡΙΝΗΣ / ΠΙΕΡΙΑΣ","ΠΙΕΡΙΑΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","158744648000","801538520","gmail.com"
"KAJA NIKOLIN Ο.Ε.","A","free-mail","eldorisboatreantals@gmail.com","6942927399","ΜΗΛΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΟΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","175341038000","802380493","gmail.com"
"KALYMNA YACHTING CLUB Ε.Ε.","A","free-mail","kycgreece@gmail.com","2241033246","ΚΑΛΥΜΝΙΩΝ / ΚΑΛΥΜΝΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΕΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","176285620000","802434291","gmail.com"
"KALYPSO BOAT TOUR Ο.Ε.","A","free-mail","memetisgiannhs@gmail.com","6971838124","ΛΗΞΟΥΡΙΟΥ / ΚΕΦΑΛΛΗΝΙΑΣ","ΚΕΦΑΛΛΗΝΙΑΣ","ΟΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","179051734000","802584047","gmail.com"
"KALYVES RENT A BOAT Ο.Ε.","A","free-mail","sentoukas@yahoo.gr","6987033279","ΑΠΟΚΟΡΩΝΟΥ / ΧΑΝΙΩΝ","ΧΑΝΙΩΝ","ΟΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","191838058000","803197101","yahoo.gr"
"KARTSIMADAKIS BERBECEL Ε.Ε.","A","free-mail","kartsimadakesspyros@gmail.com","6934859349","ΛΗΜΝΟΥ / ΛΗΜΝΟΥ","ΛΕΣΒΟΥ","ΕΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","191263442000","803171656","gmail.com"
"KAVALA YACHTING Ε.Ε.","A","free-mail","danaignkd@gmail.com","2510226517","ΚΑΒΑΛΑΣ / ΚΑΒΑΛΑΣ","ΚΑΒΑΛΑΣ","ΕΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","163077730000","801774042","gmail.com"
"KAVAS EA Ι.Κ.Ε.","A","free-mail","logistirio.kavas@gmail.com","2109849961","ΚΟΜΟΤΗΝΗΣ / ΡΟΔΟΠΗΣ","ΡΟΔΟΠΗΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","167914110000","802000058","gmail.com"
"KAVASNORTHSAILING Ι.Κ.Ε.","A","free-mail","grsgritzelakis@gmail.com","2591051180","ΝΕΣΤΟΥ / ΚΑΒΑΛΑΣ","ΚΑΒΑΛΑΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","162439230000","801738079","gmail.com"
"KEA NAUTICAL VENTURES LTD ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","eliannahalida@gmail.com","2107296000","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","170846501001","996570071","gmail.com"
"KKS GROUP OF COMPANIES ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","kksgroup.ike@gmail.com","6944520068","ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","155372803000","801371290","gmail.com"
"KORFU-SEGELN ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","asonitisoffice@yahoo.gr","2661032425","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","187666733000","803024865","yahoo.gr"
"KOSNIK IKE","A","free-mail","manolasnikiforos@gmail.com","6977676429","ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ / ΝΑΞΟΥ","ΚΥΚΛΑΔΩΝ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","144941438000","800920224","gmail.com"
"KOSRENTABOAT Ι.Κ.Ε. (Υποκατάστημα)","A","free-mail","koscateringservices@gmail.com","6945387333","ΚΩ / ΚΩ","ΔΩΔΕΚΑΝΗΣΟΥ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","157559520001","801472758","gmail.com"
"LAGOON 51 ONE FEELING Ι.Κ.Ε.","A","free-mail","christos.georgopoulos@gmail.com","6944634286","ΧΑΛΑΝΔΡΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","183773501000","802841892","gmail.com"
"LAMELA CHARTER Ι.Κ.Ε.","A","free-mail","tsimpoukidis.logistiko.grafeio@gmail.com","2310676055","ΘΕΣΣΑΛΟΝΙΚΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","191856906000","803197997","gmail.com"
"LANDMARK ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","A","free-mail","landmarkoe@gmail.com","2841021170","ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ / ΛΑΣΙΘΙΟΥ","ΛΑΣΙΘΙΟΥ","ΟΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","157843441000","801488455","gmail.com"
"LATIΝ VIBES LIMITED GREEK BRANCH ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","antaxadvisos@gmail.com","0035622582300","ΑΛΙΜΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","192427801001","803222151","gmail.com"
"LE BER ANDREW NORMAN & LE BER CAROLE Ε.Ε.","A","free-mail","andynleber@hotmail.com","6934229483","ΚΩ / ΚΩ","ΔΩΔΕΚΑΝΗΣΟΥ","ΕΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","171953220000","802199631","hotmail.com"
"Leeway Αγγελική Πολυζώη Ιδιωτική Κεφαλαιουχική Εταιρεία","A","free-mail","angelapolyzoi@gmail.com","2106257500","ΗΓΟΥΜΕΝΙΤΣΑΣ / ΘΕΣΠΡΩΤΙΑΣ","ΘΕΣΠΡΩΤΙΑΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","145581728000","800949973","gmail.com"
"LEFKAS YACHTING Ο.Ε.","A","free-mail","hrasiaravas@gmail.com","6945871770","ΙΩΑΝΝΙΤΩΝ / ΙΩΑΝΝΙΝΩΝ","ΙΩΑΝΝΙΝΩΝ","ΟΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","175950029000","802415412","gmail.com"
"LEGEND CLASSIC SAILING ΙΚΕ","A","free-mail","tridentagencyoffice@yahoo.gr","6936401900","ΠΑΞΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","147040133000","801017344","yahoo.gr"
"LEGENT CHARTER ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","giannoskuriakou@gmail.com","6947676804","ΧΑΛΑΝΔΡΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","169790501000","802092890","gmail.com"
"LEONELLO LORENZO","A","free-mail","aravanistakis1@gmail.com","2645024072","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","151274643000","170864580","gmail.com"
"LGS YACHTING Ε.Ε.","A","free-mail","dgogos@hotmail.com","2104294247","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΕΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","177643308000","802505663","hotmail.com"
"LINDA ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","andreaskal.na@gmail.com","2109600160","ΚΡΩΠΙΑΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","163676803000","801805430","gmail.com"
"LOCO YACHTING ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","thanosarag@hotmail.com","6986997613","ΚΟΡΥΔΑΛΛΟΥ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","175069307000","802364708","hotmail.com"
"LOKA ANDON Ο.Ε.","A","free-mail","NIKQ30@YAHOO.GR","6981882915","ΖΑΚΥΝΘΟΥ / ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΥ","ΟΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","181525924000","802720025","yahoo.gr"
"LUCHIANCENCO MARINA","A","free-mail","mefrenoglou@gmail.com","2310677599","ΣΙΘΩΝΙΑΣ / ΧΑΛΚΙΔΙΚΗΣ","ΧΑΛΚΙΔΙΚΗΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","177238057000","145118049","gmail.com"
"LUNA MARIS Ι.Κ.Ε.","A","free-mail","tsolisacc@gmail.com","6947561751","ΖΙΤΣΑΣ / ΙΩΑΝΝΙΝΩΝ","ΙΩΑΝΝΙΝΩΝ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","184072429000","802857865","gmail.com"
"Luna Yacht and Charter Ι.Κ.Ε.","A","free-mail","sachasnl@gmail.com","6972722425","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","185710301000","802936543","gmail.com"
"LUXURY YACHTING GREECE Ο.Ε.","A","free-mail","katerinampara@hotmail.com","6940874758","ΧΙΟΥ / ΧΙΟΥ","ΧΙΟΥ","ΟΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","181744659000","802732190","hotmail.com"
"M.G.A. YACHTING ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","chrtig@otenet.gr","2421034015","ΒΟΛΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","168812744000","802045261","otenet.gr"
"MAJESTICS R&B CORFU Ο.Ε.","A","free-mail","lpcorfu@gmail.com","2661036484","ΒΟΡΕΙΑΣ ΚΕΡΚΥΡΑΣ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","181071733000","802694119","gmail.com"
"MALU YACHTING ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","korovesisgior@yahoo.gr","6908853151","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","170118201000","802108910","yahoo.gr"
"MANI BOATS Ε.Ε.","A","free-mail","andromala@hotmail.com","2103412009","ΔΥΤΙΚΗΣ ΜΑΝΗΣ / ΜΕΣΣΗΝΙΑΣ","ΜΕΣΣΗΝΙΑΣ","ΕΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","175046245000","802363423","hotmail.com"
"MANI YACHTING ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","kapouleaskosmima@gmail.com","6945984618","ΚΑΛΑΜΑΤΑΣ / ΜΕΣΣΗΝΙΑΣ","ΜΕΣΣΗΝΙΑΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","170208145000","802113378","gmail.com"
"MANTALO SAS ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","legal.sosyachtingr@gmail.com","6942980619","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","170819701001","996569940","gmail.com"
"MAREA CRUISES ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","cruisesmarea@gmail.com","6972123272","ΘΕΡΜΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","192477706000","803224629","gmail.com"
"MARINE SERVICES Ι.Κ.Ε.","A","free-mail","aogike@hotmail.com","2109640000","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","169917303000","802098936","hotmail.com"
